Date,Open,High,Low,Close,Adj Close,Volume
2016-05-26,97.449997,97.449997,93.809998,94.620003,94.620003,1974700
2016-05-27,94.550003,96.800003,94.089996,95.959999,95.959999,1596700
2016-05-31,96.400002,97.699997,95.699997,96.180000,96.180000,2139100
2016-06-01,94.010002,97.010002,93.080002,96.730003,96.730003,2100500
2016-06-02,96.839996,99.870003,96.010002,99.410004,99.410004,2985400
2016-06-03,98.919998,98.940002,96.059998,98.500000,98.500000,2769200
2016-06-06,96.989998,99.400002,96.250000,98.690002,98.690002,2323200
2016-06-07,98.379997,101.980003,98.129997,101.110001,101.110001,3214400
2016-06-08,102.000000,103.360001,100.050003,101.320000,101.320000,2593100
2016-06-09,100.489998,101.410004,99.620003,100.790001,100.790001,1238600
2016-06-10,99.940002,101.029999,98.449997,100.449997,100.449997,2469000
2016-06-13,99.629997,102.750000,99.550003,100.150002,100.150002,1952800
2016-06-14,99.360001,101.720001,98.269997,101.540001,101.540001,2412500
2016-06-15,101.660004,104.099998,100.870003,101.599998,101.599998,2211700
2016-06-16,100.680000,101.589996,99.180000,101.199997,101.199997,2074300
2016-06-17,102.309998,103.750000,101.599998,103.190002,103.190002,2191500
2016-06-20,104.019997,105.690002,100.139999,100.290001,100.290001,2839700
2016-06-21,100.519997,102.050003,99.529999,101.809998,101.809998,1991500
2016-06-22,102.349998,102.879997,100.639999,100.720001,100.720001,1747700
2016-06-23,102.000000,102.900002,101.139999,101.699997,101.699997,1569000
2016-06-24,97.870003,99.650002,91.949997,92.290001,92.290001,4896900
2016-06-27,90.750000,90.750000,86.339996,87.690002,87.690002,5475000
2016-06-28,90.199997,90.480003,87.400002,88.279999,88.279999,3780300
2016-06-29,90.000000,92.040001,88.900002,91.279999,91.279999,2613400
2016-06-30,91.440002,92.000000,89.150002,90.639999,90.639999,2580700
2016-07-01,90.800003,93.949997,90.639999,91.790001,91.790001,2821500
2016-07-05,91.250000,91.250000,88.120003,89.099998,89.099998,2405100
2016-07-06,88.559998,90.070000,87.260002,89.930000,89.930000,2133700
2016-07-07,90.070000,90.970001,88.180000,88.959999,88.959999,1999500
2016-07-08,89.790001,90.739998,89.199997,89.750000,89.750000,2006400
2016-07-11,91.300003,96.059998,91.279999,94.099998,94.099998,4057100
2016-07-12,95.870003,96.570000,94.510002,96.500000,96.500000,2634100
2016-07-13,96.480003,96.480003,93.970001,94.879997,94.879997,2037600
2016-07-14,93.779999,94.750000,90.779999,92.019997,92.019997,3453300
2016-07-15,92.559998,93.800003,92.139999,92.220001,92.220001,1770700
2016-07-18,92.360001,96.930000,92.129997,96.660004,96.660004,3102000
2016-07-19,96.000000,96.199997,94.529999,95.169998,95.169998,1799100
2016-07-20,94.290001,94.959999,93.190002,94.180000,94.180000,2077000
2016-07-21,94.080002,95.349998,93.430000,93.889999,93.889999,1793800
2016-07-22,94.500000,95.910004,93.489998,95.769997,95.769997,1510000
2016-07-25,97.250000,99.000000,96.260002,97.410004,97.410004,2883100
2016-07-26,100.010002,103.860001,99.900002,103.470001,103.470001,4013800
2016-07-27,103.250000,103.769997,100.199997,102.239998,102.239998,2388000
2016-07-28,102.519997,104.910004,101.000000,104.660004,104.660004,3848400
2016-07-29,96.139999,103.000000,96.010002,97.949997,97.949997,8143600
2016-08-01,97.949997,99.500000,94.820000,97.930000,97.930000,3437800
2016-08-02,97.559998,97.849998,96.050003,96.919998,96.919998,1947600
2016-08-03,96.029999,98.110001,95.500000,97.660004,97.660004,1497600
2016-08-04,98.019997,98.830002,96.330002,98.250000,98.250000,2043500
2016-08-05,98.930000,99.309998,97.349998,97.510002,97.510002,1808000
2016-08-08,97.660004,100.269997,97.570000,100.050003,100.050003,1973000
2016-08-09,99.959999,101.199997,99.059998,100.190002,100.190002,1674500
2016-08-10,100.400002,100.779999,98.809998,99.589996,99.589996,1296200
2016-08-11,100.199997,103.779999,100.010002,102.660004,102.660004,3366500
2016-08-12,99.500000,100.879997,99.230003,99.750000,99.750000,3005000
2016-08-15,100.980003,104.440002,100.160004,103.739998,103.739998,3662500
2016-08-16,104.059998,104.059998,100.620003,101.419998,101.419998,3013600
2016-08-17,101.879997,102.099998,100.870003,101.330002,101.330002,2032500
2016-08-18,100.949997,101.379997,98.250000,99.680000,99.680000,3053700
2016-08-19,98.790001,99.000000,95.940002,97.379997,97.379997,3887700
2016-08-22,97.690002,97.699997,96.120003,97.099998,97.099998,2698800
2016-08-23,98.019997,98.910004,96.250000,96.389999,96.389999,2775900
2016-08-24,96.010002,96.480003,90.349998,90.809998,90.809998,6068500
2016-08-25,91.620003,92.459999,90.059998,90.510002,90.510002,2758300
2016-08-26,90.690002,91.300003,88.870003,89.849998,89.849998,3116400
2016-08-29,89.349998,91.800003,89.300003,90.720001,90.720001,2151000
2016-08-30,90.860001,91.809998,89.639999,90.150002,90.150002,2159700
2016-08-31,89.269997,90.949997,88.500000,89.320000,89.320000,2146500
2016-09-01,93.580002,95.260002,93.000000,93.169998,93.169998,6805000
2016-09-02,93.800003,94.050003,91.110001,92.379997,92.379997,3025400
2016-09-06,92.959999,93.879997,91.820000,92.790001,92.790001,2029900
2016-09-07,93.489998,95.239998,93.250000,94.349998,94.349998,2617000
2016-09-08,95.940002,96.709999,95.019997,95.779999,95.779999,2792800
2016-09-09,96.370003,98.500000,95.230003,98.410004,98.410004,6349200
2016-09-12,97.570000,104.070000,97.080002,104.010002,104.010002,7002800
2016-09-13,103.059998,104.790001,102.199997,103.709999,103.709999,4456500
2016-09-14,104.500000,107.680000,103.260002,107.250000,107.250000,4905300
2016-09-15,106.879997,109.500000,104.730003,108.680000,108.680000,5706900
2016-09-16,108.650002,109.269997,106.720001,108.570000,108.570000,3835000
2016-09-19,108.279999,108.430000,103.449997,103.959999,103.959999,4273700
2016-09-20,103.730003,104.820000,102.419998,103.489998,103.489998,2818600
2016-09-21,104.089996,105.220001,101.510002,103.000000,103.000000,4014700
2016-09-22,103.510002,104.080002,101.720001,102.290001,102.290001,3839900
2016-09-23,101.080002,102.550003,98.379997,102.139999,102.139999,5125800
2016-09-26,101.550003,101.669998,99.660004,100.809998,100.809998,2622800
