Date,GSPC,ABBV,ABT,CAN,ABDE,ATVI,AYI,MMM,WYNN,DAL,CL
5/11/2017,2394.439941,65.300003,43.860001,120.800003,136.289993,55.75,188.580002,196.75,122.230003,49.689999,71.620003
5/12/2017,2390.899902,66.059998,43.959999,120.959999,136.839996,56.009998,173.429993,196.570007,125.290001,48.990002,71.25
5/15/2017,2402.320068,66.669998,44.040001,122.25,137.600006,56.41,175.770004,197.630005,125.690002,49.509998,71.650002
5/16/2017,2400.669922,66.849998,43.689999,123.139999,138.029999,56.779999,172.699997,197.910004,127.910004,49.509998,71.580002
5/17/2017,2357.030029,65.370003,43.080002,120.440002,134.330002,54.23,169.449997,194.839996,122.620003,47.740002,75.690002
5/18/2017,2365.719971,65.629997,42.98,120.400002,134.539993,55.150002,169.110001,195.240005,122.419998,47.66,73.93
5/19/2017,2381.72998,65.580002,43.16,120.980003,136.429993,55.880001,169.240005,195.800003,121.730003,48.200001,74.82
5/22/2017,2394.02002,65.440002,43.73,122.709999,138.860001,57.119999,170.139999,198.509995,125.160004,48.490002,74.279999
5/23/2017,2398.419922,65.839996,43.68,122.150002,139.520004,57.799999,169.729996,197.729996,124.150002,48.59,73.839996
5/24/2017,2404.389893,65.93,43.529999,121.949997,141.119995,58.509998,167.850006,197.490005,124,48.869999,74.599998
5/25/2017,2415.070068,66.32,43.950001,123.099998,142.850006,59.220001,166.309998,199.539993,124.440002,50.400002,75.370003
