Date,Open,High,Low,Close,Adj Close,Volume
2016-05-26,118.589996,119.199997,118.050003,118.410004,118.410004,1435900
2016-05-27,118.839996,118.940002,117.769997,118.940002,118.940002,1286700
2016-05-31,118.889999,119.150002,118.089996,118.970001,118.970001,1955700
2016-06-01,118.970001,119.120003,118.110001,119.010002,119.010002,1202900
2016-06-02,118.699997,119.269997,118.000000,119.239998,119.239998,1605700
2016-06-03,118.879997,119.000000,117.910004,118.900002,118.900002,1196700
2016-06-06,119.000000,119.760002,118.519997,119.599998,119.599998,1202900
2016-06-07,119.940002,120.150002,119.239998,119.650002,119.650002,1317300
2016-06-08,119.589996,119.949997,118.540001,119.320000,119.320000,2072100
2016-06-09,118.349998,119.529999,117.800003,119.440002,119.440002,1197200
2016-06-10,118.500000,118.889999,117.940002,118.269997,118.269997,1452100
2016-06-13,117.860001,118.940002,117.029999,117.080002,117.080002,1992300
2016-06-14,117.080002,118.320000,116.750000,118.089996,118.089996,1425300
2016-06-15,118.300003,118.389999,117.330002,117.449997,117.449997,1453300
2016-06-16,116.820000,118.519997,116.629997,118.300003,118.300003,1568800
2016-06-17,118.089996,118.110001,116.790001,117.570000,117.570000,2216500
2016-06-20,119.099998,120.330002,118.900002,119.050003,119.050003,2092700
2016-06-21,119.610001,119.839996,119.199997,119.430000,119.430000,2040400
2016-06-22,119.940002,120.779999,118.919998,119.029999,119.029999,3275500
2016-06-23,118.540001,118.910004,116.500000,118.910004,118.910004,2858800
2016-06-24,112.769997,114.900002,110.930000,111.449997,111.449997,6814300
2016-06-27,110.339996,110.750000,108.660004,109.290001,109.290001,3648000
2016-06-28,110.599998,111.000000,109.580002,110.559998,110.559998,2873000
2016-06-29,111.669998,112.019997,110.900002,111.760002,111.760002,3603000
2016-06-30,112.320000,113.309998,112.110001,113.290001,113.290001,3682600
2016-07-01,113.660004,114.230003,113.290001,113.519997,113.519997,2195500
2016-07-05,113.510002,113.559998,112.629997,113.099998,113.099998,2041100
2016-07-06,112.629997,113.519997,111.959999,113.519997,113.519997,2667200
2016-07-07,113.510002,113.900002,112.510002,112.699997,112.699997,2050500
2016-07-08,113.730003,115.239998,113.169998,115.110001,115.110001,1962800
2016-07-11,115.699997,115.980003,115.129997,115.459999,115.459999,1522300
2016-07-12,115.900002,117.419998,115.599998,116.500000,116.500000,2431400
2016-07-13,117.000000,117.160004,116.290001,116.830002,116.830002,1537200
2016-07-14,117.500000,118.000000,116.660004,116.769997,116.769997,1502000
