Date,Open,High,Low,Close,Adj Close,Volume
2016-05-26,170.009995,170.770004,168.529999,168.910004,168.910004,1563900
2016-05-27,168.910004,169.029999,168.279999,168.889999,168.889999,1097600
2016-05-31,169.320007,169.750000,167.660004,168.320007,168.320007,2169600
2016-06-01,167.779999,168.929993,167.089996,168.690002,168.690002,1228200
2016-06-02,168.710007,168.710007,167.270004,168.039993,168.039993,1980500
2016-06-03,168.050003,168.660004,167.509995,168.380005,168.380005,1424400
2016-06-06,168.850006,170.589996,168.589996,170.080002,170.080002,1510700
2016-06-07,170.250000,171.490005,170.220001,170.910004,170.910004,1723100
2016-06-08,170.949997,171.929993,170.649994,171.419998,171.419998,1684900
2016-06-09,170.500000,171.470001,169.399994,170.130005,170.130005,2208800
2016-06-10,169.270004,169.300003,167.880005,168.559998,168.559998,2123400
2016-06-13,168.449997,168.639999,167.110001,167.130005,167.130005,2129900
2016-06-14,167.289993,167.809998,166.600006,167.610001,167.610001,2021400
2016-06-15,167.949997,168.860001,167.470001,167.800003,167.800003,1694200
2016-06-16,167.350006,170.389999,166.619995,169.929993,169.929993,2632100
2016-06-17,169.990005,170.000000,168.419998,168.940002,168.940002,3448000
2016-06-20,170.899994,172.800003,170.529999,171.229996,171.229996,2162800
2016-06-21,171.179993,171.970001,171.059998,171.369995,171.369995,1889100
2016-06-22,171.830002,172.600006,170.990005,171.229996,171.229996,1369600
2016-06-23,172.710007,174.149994,172.460007,174.110001,174.110001,2021600
2016-06-24,168.869995,171.539993,168.399994,169.119995,169.119995,4567500
2016-06-27,167.779999,167.830002,165.160004,167.190002,167.190002,2544100
2016-06-28,168.139999,169.669998,167.960007,169.589996,169.589996,2237300
2016-06-29,171.020004,171.850006,170.360001,171.520004,171.520004,1894100
2016-06-30,172.059998,175.139999,172.059998,175.119995,175.119995,2449400
2016-07-01,175.139999,176.080002,174.910004,175.539993,175.539993,1930900
2016-07-05,174.860001,175.779999,173.509995,175.630005,175.630005,2353600
2016-07-06,175.199997,175.470001,174.059998,175.160004,175.160004,2383300
2016-07-07,175.089996,175.639999,174.130005,174.869995,174.869995,1842300
2016-07-08,175.869995,177.789993,175.820007,177.119995,177.119995,2726600
2016-07-11,177.410004,178.470001,177.190002,178.009995,178.009995,1659500
2016-07-12,178.750000,179.630005,178.029999,179.160004,179.160004,1912900
2016-07-13,179.220001,179.669998,178.690002,179.210007,179.210007,1491500
2016-07-14,180.149994,181.320007,179.880005,180.899994,180.899994,1904300
2016-07-15,181.500000,181.839996,180.559998,181.399994,181.399994,2475200
2016-07-18,181.440002,181.699997,180.750000,181.110001,181.110001,1224400
2016-07-19,181.110001,181.649994,180.289993,181.240005,181.240005,1051300
2016-07-20,181.729996,182.270004,181.320007,181.419998,181.419998,1413300
2016-07-21,181.289993,181.559998,179.699997,180.259995,180.259995,1870800
2016-07-22,180.419998,180.529999,179.360001,180.440002,180.440002,1205600
2016-07-25,180.199997,180.419998,178.919998,179.630005,179.630005,1937000
2016-07-26,177.169998,178.990005,176.139999,177.660004,177.660004,3421600
2016-07-27,177.410004,178.940002,177.410004,178.270004,178.270004,2359700
2016-07-28,177.649994,178.369995,177.029999,177.979996,177.979996,1799500
2016-07-29,178.110001,178.820007,177.619995,178.360001,178.360001,1621900
2016-08-01,177.080002,178.539993,177.080002,178.289993,178.289993,1598400
2016-08-02,178.580002,178.619995,177.240005,178.360001,178.360001,2115100
2016-08-03,178.720001,179.130005,177.970001,178.380005,178.380005,1419300
2016-08-04,178.960007,179.419998,177.639999,177.809998,177.809998,1071800
2016-08-05,178.250000,179.009995,177.369995,178.570007,178.570007,1799500
2016-08-08,178.899994,179.020004,178.270004,178.580002,178.580002,1327700
2016-08-09,178.369995,178.899994,177.940002,178.389999,178.389999,1098900
2016-08-10,178.119995,178.850006,177.850006,178.820007,178.820007,1226300
2016-08-11,179.080002,181.100006,178.880005,181.000000,181.000000,2043400
2016-08-12,181.470001,181.470001,179.899994,180.270004,180.270004,1232900
2016-08-15,181.000000,181.389999,180.460007,180.559998,180.559998,1268200
2016-08-16,180.119995,180.330002,179.210007,179.250000,179.250000,1363600
2016-08-17,178.669998,180.089996,178.320007,179.869995,179.869995,1358500
2016-08-18,179.699997,179.699997,178.580002,179.179993,179.179993,1087900
2016-08-19,178.660004,179.779999,178.080002,179.610001,179.610001,1305300
2016-08-22,179.179993,179.589996,178.369995,179.070007,179.070007,1336400
2016-08-23,179.610001,180.539993,179.279999,179.770004,179.770004,1195800
2016-08-24,179.410004,179.960007,179.009995,179.410004,179.410004,1137100
2016-08-25,179.089996,180.320007,179.050003,179.580002,179.580002,840300
2016-08-26,180.190002,181.250000,178.919998,179.410004,179.410004,1324700
2016-08-29,179.860001,180.699997,179.279999,180.500000,180.500000,1051800
2016-08-30,180.720001,181.020004,179.589996,180.149994,180.149994,1039800
2016-08-31,179.490005,179.770004,178.580002,179.240005,179.240005,1636000
2016-09-01,179.309998,180.169998,178.800003,179.979996,179.979996,1095300
2016-09-02,180.529999,181.490005,180.089996,180.809998,180.809998,1319000
2016-09-06,180.559998,181.279999,179.880005,180.460007,180.460007,1328100
2016-09-07,180.039993,180.539993,179.539993,179.750000,179.750000,1133200
2016-09-08,179.190002,180.210007,178.940002,180.100006,180.100006,1424000
2016-09-09,178.889999,179.000000,175.639999,175.639999,175.639999,2083300
2016-09-12,175.000000,178.399994,174.690002,178.100006,178.100006,1913300
2016-09-13,176.830002,177.600006,175.949997,176.070007,176.070007,1864600
2016-09-14,175.960007,177.350006,175.199997,175.619995,175.619995,1864800
2016-09-15,175.529999,177.000000,175.360001,176.589996,176.589996,1663800
2016-09-16,175.880005,175.949997,174.389999,175.059998,175.059998,3358800
2016-09-19,176.050003,177.949997,176.050003,176.720001,176.720001,1754900
2016-09-20,177.710007,178.500000,177.330002,177.600006,177.600006,1598600
2016-09-21,177.880005,179.800003,177.500000,179.589996,179.589996,1760000
2016-09-22,179.830002,181.660004,179.649994,179.850006,179.850006,1849000
2016-09-23,179.399994,179.699997,177.190002,177.389999,177.389999,1911000
2016-09-26,176.850006,176.910004,175.800003,175.949997,175.949997,1821000
2016-09-27,175.610001,177.029999,175.580002,176.300003,176.300003,2433600
2016-09-28,176.779999,177.979996,176.690002,177.589996,177.589996,1694000
2016-09-29,177.479996,177.630005,174.869995,175.369995,175.369995,1853600
2016-09-30,176.580002,177.149994,176.089996,176.229996,176.229996,2419400
2016-10-03,175.330002,175.949997,174.399994,175.039993,175.039993,1785600
2016-10-04,174.589996,174.970001,171.199997,171.679993,171.679993,3166900
2016-10-05,171.660004,172.559998,171.339996,172.389999,172.389999,2305500
2016-10-06,171.929993,172.320007,170.600006,171.639999,171.639999,2273400
2016-10-07,171.899994,171.940002,170.039993,171.330002,171.330002,2249100
2016-10-10,171.839996,172.750000,170.940002,171.139999,171.139999,1936600
2016-10-11,170.240005,170.470001,168.690002,169.679993,169.679993,1998700
2016-10-12,169.600006,170.179993,168.889999,169.720001,169.720001,1554100
2016-10-13,168.869995,170.309998,168.460007,170.020004,170.020004,1919700
2016-10-14,170.990005,171.389999,170.300003,170.330002,170.330002,1512400
2016-10-17,170.539993,171.089996,169.940002,170.210007,170.210007,1229200
2016-10-18,171.679993,171.910004,169.839996,169.949997,169.949997,1185600
2016-10-19,170.800003,170.940002,169.660004,169.910004,169.910004,1164200
2016-10-20,169.570007,170.339996,168.990005,169.860001,169.860001,1210500
2016-10-21,168.110001,169.559998,167.720001,169.500000,169.500000,2013200
2016-10-24,172.649994,173.440002,170.899994,171.270004,171.270004,2668500
2016-10-25,169.470001,169.889999,165.110001,166.229996,166.229996,3826200
2016-10-26,165.690002,167.789993,165.410004,166.509995,166.509995,2174900
2016-10-27,166.869995,166.949997,165.279999,165.759995,165.759995,1486400
2016-10-28,166.550003,167.179993,165.139999,165.770004,165.770004,1934300
2016-10-31,166.460007,166.539993,165.179993,165.300003,165.300003,2289100
2016-11-01,165.399994,165.809998,163.850006,164.250000,164.250000,2455600
2016-11-02,164.699997,166.369995,163.910004,165.729996,165.729996,2233400
2016-11-03,166.139999,167.639999,165.259995,166.830002,166.830002,2505000
2016-11-04,167.210007,167.850006,166.419998,166.479996,166.479996,1927500
2016-11-07,168.149994,169.889999,167.979996,169.740005,169.740005,1930900
2016-11-08,169.899994,172.050003,169.779999,171.029999,171.029999,1955700
2016-11-09,165.839996,171.000000,165.839996,170.389999,170.389999,3659300
2016-11-10,170.160004,174.669998,169.789993,174.279999,174.279999,3280000
2016-11-11,174.050003,175.130005,173.729996,175.080002,175.080002,1868200
2016-11-14,175.229996,175.509995,171.899994,172.910004,172.910004,2607000
2016-11-15,173.160004,174.250000,171.910004,174.240005,174.240005,2177100
2016-11-16,173.130005,173.229996,171.570007,172.009995,172.009995,2022600
2016-11-17,172.009995,173.250000,172.009995,172.770004,172.770004,1783700
2016-11-18,172.509995,173.279999,172.289993,172.960007,172.960007,1711100
2016-11-21,171.419998,171.979996,170.720001,171.520004,171.520004,1993900
2016-11-22,171.669998,172.080002,171.279999,171.910004,171.910004,1553300
2016-11-23,172.080002,172.750000,171.759995,172.250000,172.250000,1477900
2016-11-25,172.210007,173.990005,172.210007,173.490005,173.490005,945800
2016-11-28,173.559998,173.770004,172.279999,172.500000,172.500000,1677700
2016-11-29,172.539993,173.289993,172.149994,172.770004,172.770004,1483200
2016-11-30,172.199997,173.190002,171.589996,171.740005,171.740005,2595800
2016-12-01,171.639999,172.740005,171.449997,172.630005,172.630005,1756900
2016-12-02,172.529999,173.690002,172.240005,172.429993,172.429993,1871500
2016-12-05,172.630005,172.949997,171.089996,171.619995,171.619995,2181300
2016-12-06,171.820007,172.029999,171.229996,171.800003,171.800003,1467500
2016-12-07,172.380005,176.059998,171.970001,176.050003,176.050003,3164300
2016-12-08,176.080002,176.350006,174.770004,175.880005,175.880005,1790700
2016-12-09,175.360001,178.869995,175.300003,178.490005,178.490005,2650400
2016-12-12,178.250000,179.809998,177.570007,179.639999,179.639999,2296100
2016-12-13,179.570007,180.059998,176.770004,178.830002,178.830002,2708600
2016-12-14,179.160004,179.389999,176.410004,176.600006,176.600006,2234200
2016-12-15,177.259995,177.580002,175.050003,176.020004,176.020004,2055600
2016-12-16,176.559998,178.500000,176.550003,177.449997,177.449997,3889700
2016-12-19,177.610001,178.669998,177.320007,178.160004,178.160004,1382000
2016-12-20,178.339996,179.330002,178.059998,178.649994,178.649994,1378200
2016-12-21,178.600006,179.529999,178.419998,178.429993,178.429993,1555900
2016-12-22,178.889999,179.460007,177.979996,179.199997,179.199997,1225600
2016-12-23,179.089996,179.289993,178.529999,178.750000,178.750000,731100
2016-12-27,178.660004,179.199997,178.570007,178.919998,178.919998,651000
2016-12-28,178.880005,179.449997,178.020004,178.080002,178.080002,1287900
2016-12-29,178.289993,179.139999,178.029999,178.410004,178.410004,1102000
2016-12-30,179.000000,179.479996,178.289993,178.570007,178.570007,1594200
2017-01-03,178.830002,180.000000,177.220001,178.050003,178.050003,2509300
2017-01-04,178.029999,178.899994,177.610001,178.320007,178.320007,1542000
2017-01-05,178.259995,179.139999,176.889999,177.710007,177.710007,1447800
2017-01-06,177.289993,178.600006,175.800003,178.229996,178.229996,1625000
2017-01-09,178.369995,178.380005,177.199997,177.270004,177.270004,1617800
2017-01-10,177.360001,177.490005,176.309998,176.580002,176.580002,2030100
2017-01-11,176.630005,178.449997,176.389999,177.889999,177.889999,1579600
2017-01-12,176.970001,177.699997,175.750000,177.440002,177.440002,1321800
2017-01-13,177.580002,177.910004,176.830002,177.389999,177.389999,1265500
