Date,Open,High,Low,Close,Adj Close,Volume
2016-05-26,99.809998,100.330002,99.070000,99.370003,99.370003,1970900
2016-05-27,99.519997,100.139999,98.900002,100.139999,100.139999,1603600
2016-05-31,100.139999,100.559998,99.349998,99.470001,99.470001,3480500
2016-06-01,99.239998,100.400002,98.930000,100.040001,100.040001,1662600
2016-06-02,99.980003,100.169998,99.169998,100.169998,100.169998,1761700
2016-06-03,99.519997,99.519997,97.889999,98.699997,98.699997,2415900
2016-06-06,99.160004,99.489998,98.470001,99.120003,99.120003,1395800
2016-06-07,99.510002,99.669998,98.470001,98.519997,98.519997,2143900
2016-06-08,98.449997,98.910004,97.989998,98.680000,98.680000,2078700
2016-06-09,98.360001,98.699997,97.849998,98.070000,98.070000,1609400
2016-06-10,96.889999,97.870003,96.750000,97.089996,97.089996,1863800
2016-06-13,96.870003,98.089996,96.699997,96.959999,96.959999,2291500
2016-06-14,96.529999,97.260002,96.320000,96.980003,96.980003,1889800
2016-06-15,97.010002,97.830002,96.900002,97.019997,97.019997,2270400
2016-06-16,96.500000,97.300003,95.540001,97.190002,97.190002,1952000
2016-06-17,97.250000,97.389999,95.360001,95.580002,95.580002,4541500
2016-06-20,97.099998,98.750000,96.769997,97.989998,97.989998,4310600
2016-06-21,98.639999,99.919998,98.129997,99.720001,99.720001,6505100
2016-06-22,95.529999,96.500000,93.860001,94.010002,94.010002,10280500
2016-06-23,94.730003,96.279999,94.309998,96.209999,96.209999,3803200
2016-06-24,92.389999,94.349998,92.040001,92.199997,92.199997,4329100
2016-06-27,91.360001,92.029999,90.349998,90.849998,90.849998,3925700
2016-06-28,91.370003,92.650002,91.360001,92.459999,92.459999,3319200
2016-06-29,92.910004,94.620003,92.680000,94.389999,94.389999,2965500
2016-06-30,94.480003,95.879997,94.129997,95.790001,95.790001,3544700
2016-07-01,95.040001,97.139999,95.000000,95.320000,95.320000,3001900
2016-07-05,94.550003,95.610001,94.150002,94.730003,94.730003,2314600
2016-07-06,94.529999,95.480003,94.059998,95.180000,95.180000,1490300
2016-07-07,95.010002,95.510002,94.540001,95.139999,95.139999,1576200
2016-07-08,95.930000,96.860001,95.339996,96.790001,96.790001,2023900
2016-07-11,96.980003,97.550003,96.809998,97.139999,97.139999,1732000
2016-07-12,97.250000,97.790001,96.699997,97.540001,97.540001,2051400
2016-07-13,97.970001,98.379997,97.339996,97.339996,97.339996,2125700
2016-07-14,98.000000,98.139999,97.459999,97.699997,97.699997,1402200
2016-07-15,98.389999,98.400002,97.500000,97.830002,97.830002,1530100
2016-07-18,97.739998,98.529999,97.580002,97.790001,97.790001,1544200
2016-07-19,97.110001,98.169998,97.000000,97.790001,97.790001,1797000
2016-07-20,98.160004,98.889999,97.849998,98.400002,98.400002,1553800
