Date,Open,High,Low,Close,Adj Close,Volume
2016-05-26,256.540009,257.660004,253.839996,255.130005,255.130005,216900
2016-05-27,256.130005,257.089996,255.119995,256.209991,256.209991,144900
2016-05-31,257.320007,264.000000,257.320007,259.040009,259.040009,706700
2016-06-01,258.779999,258.779999,254.169998,255.139999,255.139999,419500
2016-06-02,253.880005,255.529999,252.270004,255.529999,255.529999,310700
2016-06-03,253.369995,255.009995,251.080002,254.690002,254.690002,261500
2016-06-06,254.889999,255.660004,251.970001,252.050003,252.050003,354500
2016-06-07,252.559998,258.450012,252.289993,258.140015,258.140015,418000
2016-06-08,258.549988,260.260010,257.079987,259.450012,259.450012,245000
2016-06-09,257.290009,259.929993,256.709991,258.399994,258.399994,251800
2016-06-10,256.630005,256.850006,251.070007,251.589996,251.589996,226500
2016-06-13,249.770004,255.490005,249.190002,251.029999,251.029999,288300
2016-06-14,249.949997,250.339996,245.600006,247.070007,247.070007,345900
2016-06-15,248.169998,251.070007,246.809998,249.470001,249.470001,239600
2016-06-16,247.259995,248.520004,246.330002,247.429993,247.429993,288900
2016-06-17,246.779999,248.190002,244.050003,244.580002,244.580002,485000
2016-06-20,248.720001,250.339996,246.740005,249.229996,249.229996,307700
2016-06-21,249.690002,251.419998,249.690002,250.210007,250.210007,254300
2016-06-22,250.210007,252.809998,249.199997,249.910004,249.910004,318000
2016-06-23,254.000000,255.000000,250.759995,254.889999,254.889999,258000
2016-06-24,244.539993,252.649994,244.539993,246.669998,246.669998,810800
2016-06-27,244.339996,245.179993,231.889999,232.919998,232.919998,531600
2016-06-28,236.070007,245.389999,235.070007,244.660004,244.660004,613000
2016-06-29,251.009995,252.899994,244.570007,246.610001,246.610001,835100
2016-06-30,248.410004,249.570007,245.440002,247.960007,247.960007,535700
2016-07-01,248.550003,253.779999,248.479996,250.250000,250.250000,319100
2016-07-05,248.229996,249.440002,244.000000,246.990005,246.990005,326900
2016-07-06,246.440002,251.449997,244.979996,251.240005,251.240005,277700
2016-07-07,252.369995,255.000000,251.660004,253.630005,253.630005,235500
2016-07-08,255.729996,265.100006,255.139999,264.619995,264.619995,528700
2016-07-11,265.649994,270.980011,265.609985,268.019989,268.019989,563100
2016-07-12,268.399994,270.869995,265.269989,267.790009,267.790009,400900
2016-07-13,268.910004,268.910004,259.859985,261.160004,261.160004,487300
2016-07-14,263.459991,267.339996,262.320007,265.279999,265.279999,359900
2016-07-15,266.000000,266.000000,264.059998,265.420013,265.420013,248400
2016-07-18,265.500000,266.600006,263.529999,263.690002,263.690002,242900
2016-07-19,263.489990,268.079987,263.489990,266.700012,266.700012,302200
2016-07-20,267.890015,269.049988,265.140015,267.820007,267.820007,256500
2016-07-21,266.649994,268.339996,263.809998,264.989990,264.989990,185000
2016-07-22,264.010010,265.350006,262.010010,264.959991,264.959991,138200
2016-07-25,264.250000,264.600006,261.779999,262.190002,262.190002,182000
2016-07-26,262.339996,263.000000,261.130005,262.820007,262.820007,198300
2016-07-27,263.980011,264.899994,260.339996,261.510010,261.510010,219600
2016-07-28,261.640015,264.420013,260.119995,263.649994,263.649994,148800
2016-07-29,263.399994,264.709991,261.579987,262.429993,262.429993,145600
2016-08-01,262.429993,263.149994,260.140015,262.089996,262.089996,150800
2016-08-02,261.390015,263.109985,257.119995,260.019989,260.019989,316400
2016-08-03,259.589996,265.950012,259.500000,264.500000,264.500000,212000
2016-08-04,265.000000,265.000000,262.250000,263.750000,263.750000,152000
2016-08-05,265.000000,268.149994,263.640015,267.690002,267.690002,186600
2016-08-08,268.750000,270.690002,267.250000,269.359985,269.359985,172700
2016-08-09,269.359985,271.339996,268.019989,270.040009,270.040009,165900
2016-08-10,269.959991,273.660004,268.880005,272.839996,272.839996,255000
